i,tweet,countnoun,countverb,countadj,countadp,countadv,countnum,countaux,countconj,countdet,countintj,countpart,countpron,countpropn,countpunct,countsconj,countx,sentiment_polarity
532,amitshah amitshahoffice bjp4up bjp4india deshkishaanmodi loksabhaelections2019,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
533,transformingindia bjpmission2019 narendramodijindabad,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
534,modihiaayega,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
535,shame gautamgambhir know mandatory filthy misogynist bjp4india sordid fake pamphlet atishiaap crossed limits attack woman cost dearly narendramodi,7,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.65
536,activity onboard naval ship transmitted recorded every helicopter landings modi another 15 days pm let check defence ministry prove allegation,9,6,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0.0
537,mrchoudharys dchautala narendramodi 2 sal pehle haryana mein punjabio ki dukane kis ne jawali thi chun chun ke,11,2,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0.0
538,karma rajivgandhichorhai gandhipariwarchorhai justmodi full video link via youtube,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.35
539,modi ji india interested blatant lies rajiv gandhi ji dishing take look interested know sabsebadajhootamodi,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
540,gandhi family used ins viraat personal taxi modi,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
541,harboothparmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
542,isinghapurva modifiedvikas rahulgandhi priyankagandhi monurajasthan hindu_blood sengarlive singhawantika harishgariyabjp abhijatmishr marchanapandey premi_11 mesmerieye_zer isapnamishra meghagupta257 kajal_jaihind,8,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0
543,non monsieur le dput la faute morale vient de la majorit qui accept de modifier la loi en la rendant dramatique pour les enfantsplacs nous remercions les dputs qui ont vot contre la loi la demande des premiers concerns cessez votre instrumentalisation,19,2,3,0,1,0,0,0,1,0,0,0,0,0,0,16,0.0
544,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
545,divyaspandana narendramodi zero concern police man collapsed stage campaigning continues,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
546,super love super leader people bankura deshkishaanmodi mainbhichowkidar,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38888888888888884
547,pm modi lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
548,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
549,nervous vs confident refers chits vs impromptu avoids eyecontact vs straight looks fighting 1989 vs 2019 elections bjp cell spent millions create pappu pappumodi presented rg4pm abhoganyay,11,5,4,4,0,2,0,0,1,0,0,0,0,0,0,0,0.19999999999999998
550,pmmodi economy,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
551,sushilmodi nitishkumar narendramodi 29 laluprasadrjd sushilmodi,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
552,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
553,mamata banerjee become paranoid using municipality trucks remove banners bjp narendra modi paranoia comes fact development work past 8 years scared voted power,14,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.25
554,sabsebadajhootamodi lies lies lies incessantly targeting alive sick despicable person modi,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.30714285714285716
555,6 000 jharkhandbolemodimodi,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
556,modi speak issues like jobs farmers distress economy fake jumlas 2014 failed issues divert attention non issues amp resort personal insults even martyred terrorists sabsebadajhootamodi,14,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333
557,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
558,fir registered group people raised modi slogans digvijaya_28 roadshow bhopal mp police personal seen wearing saffron scarves amp made campaign cong candidate still democracy safe cool amp giving flying kisses liberals ecisveep desimojito,18,9,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.2833333333333333
559,great connect masses promising vision country ability deal modi company venom patience dignity mr rahulgandhi best pm material india decades rgforpm,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666
560,narendramodi amitmalviya epic scenes last visit modiji pm west bengal moditohgaya,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
561,betterpakistan hakumat n league nai kee hai aur app kai khayal main modi ko summon kareen,11,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.16666666666666666
562,kesari20191 mandeepbajwa krajeebanker imtaps narendramodi mr bajwa inc member read bio,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
563,narendramodi bjp4delhi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
564,je vous conseille aller regarder l arrt qui modifie les maquettes de des si vous avez,7,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0.0
565,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
566,narendra modi accused rajiv gandhi using ins viraat personal tour retd vice admiral vinod pasricha commanding officer ins viraat says didnt meanwhile im missing mani shankar aiyar sabsabadajhootamodi,14,8,5,0,2,0,0,0,0,0,0,1,0,0,0,0,-0.1
567,pm lying truth times sabsebadajhootamodi,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
568,ridculo virou modinha adolescente gostar de van gogh triste,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0
569,airtel_presence narendramodi bjp4delhi smartly airtel replied pop messages kind,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.40714285714285714
570,pm modi lists abuses hurled says congress even spare mother via nam,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0
571,lets debate bofors rafale one one 10 minutes mr modi rahulkachallenge,4,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0
572,purulia west bengal ahmedabad gujarat people gathered get glimpse pm narendramodi deshkishaanmodi,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
573,oneplus7pro blockbustermaharshi viswasam ayogyaarrivestomorrow deshkishaanmodi sabsebadajhootamodi sarkar,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
574,oneplus7pro maharanapratap thursdaythoughts deshkishaanmodi,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
575,nidhi believe ndtv along chatu ravish jamat working hard uproot modi government,5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2916666666666667
576,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
577,jharkhandbolemodimodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
578,jharkhandbolemodimodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
579,modiji knowing according maintain image come sorts excuses going able escape excuses time abusing family panic rahulgandhi ji,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
580,congress problem called 10 lakh suit gifted pm modi absolutely issues ins virat used personal vacation also exposed navy vessel secrets amp capabilities foreigners,15,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0.2333333333333333
581,also felt twitter twitterindia jack shadow banned even pm narendramodi ac,3,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0.0
582,yesterday bebest anniversary celebration flotus honored farmington high school robotics teamyoung leaders used tech skills modify adapt motorized play equipment children wheelchair provides road mobility,16,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
583,moditsunamo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
584,vice admiral vinod pasricha retd said lie prime minister sh rajiv gandhi official visit wasnt holiday facts dont matter mr narendramodi pawankhera sabsebadajhootamodi,12,5,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0.0
585,chouhanshivraj chouhanshivraj deshkishaanmodi,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
586,jharkhandbolemodimodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
587,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
588,sujata_trivedi narendramodi manogyaloiwal,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
589,must watch modionzee,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
590,chouhanshivraj narendramodi chouhanshivraj deshkishaanmodi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
591,timesnow dramsinghvi pm narendramodi congress ki prem ki dictionary cong ki prem ki varsha ca,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0.0
592,prakash81317380 cnnnews18 narendramodi incindia pawankhera official visit,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
593,pm lying made strange claims got details wrong administrator island check records wajahat habibullah retired bureaucrat administrator lakshwadeep 87 88 sabsebadajhootamodi,12,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,-0.275
594,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
595,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
596,firsemodi2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
597,narendramodi zeenewshindi aajtak arnabgoswamirtv,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
598,since last 5 years rahulgandhi attacking narendramodi baseless alligation like chowkidar chor pulwama b,4,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0.0
599,modi govts strategic plan helped open 5 000 jan aushadhi kendras deliver 1 000 medicines less half market price dhairyaroy via opindia_com,9,4,2,1,1,4,0,0,0,0,0,0,0,0,0,1,-0.1111111111111111
600,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
601,modi ji ko sirf kehna n krke dikhana chahiye betiyon ko dokha dwne walon ko aap sakht saza jin logon ne hamari zindagi bardad ki h unki b thodi si zindagi barbad ho ye logon ko kyun samjh n ata hum b insan hy hame b dard hota hy,30,2,5,0,1,0,0,0,2,1,0,0,1,2,0,2,0.0
602,defence lies exposed ahmed patel ji rajiv gandhi ji assassinated 21st may 1991 congress supported chandrashekhars 10th nov 21st jun 1991 regime surely bjp called hate may incindia deshkishaanmodi,12,9,4,1,1,2,0,0,0,0,0,0,0,0,0,0,-0.07500000000000001
603,shining india dalit boy beaten bjp supporters dalit boy bought car didnt like minorities r lynched daily india un unhumanrights wsj nytimes sushmaswaraj narendramodi razarumi hamidmirpak gulbukhari bbcurdu,16,7,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0
604,piyushgoyal deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
605,jai shri ram amp modi modi chants raised madan mitra roadshow dkha dkha mamata didi revolution taking place west bengal jaishriram,12,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
606,supreme court dismisses petition rahulgandhi alleging holds citizenship two countries cji ranjan gogoi said company form mentioned rahul gandhi british citizen become british citizen case dismissed tight slap modi,16,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.05952380952380953
607,ptshrikant narendramodi bjp4up amitshah 5 1912,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0.0
608,pm modi says rajiv gandhi went vacation lakshadweep ins virat vice admiral time rajiv gandhi aboard ins viraat official visit amp visitors basically following norms facts 1 pm modi 0 sabsebadajhootamodi,20,3,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0.0
609,knows tame media embedded panna pramukhswill never dare ask modi running office track record pm citing demonetisation masterstroke,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.21666666666666667
610,deshkishaanmodi congressneveragain,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
611,since time modi govt took 2014 fudging data gdp employment companies destroying indias credibility economy heres latest bomb,11,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0.15
612,ground report become slaves factory owners workers hit delhi streets modi govts anti labour policies modi government stop interfering functioning banks continue protests future,13,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
613,sabsabadajhootamodi shamelessly trying best divert attention failure pm fulfill 2014 promises ask votes demonetization blunder gst ruined economy ploy malign gandhis fake news also working shame,15,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0.061111111111111116
614,watch local tmc leader enters voting counter vote behalf multiple elderly voters hooghly tarakeswar arambagh lok sabha seat iindrojit reporterdiary loksabhaelections2019 phase5 votinground5 videos,13,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
615,sc rejected tejbahadur petition challenging rejection nomination paper modi producing certificate ec dismissed corruption disloyalty modi election wins challenged,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4
616,rajiv gandhi used ins viraat taxi family vacation pm modi,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
617,myfellowindians narendramodi sanjayuvacha loquacious_lion sonu1mohanty subytweets mnomics_ neo_pac,4,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0
618,sabsebadajhootamodi new competitor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635
619,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi riarevealed,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
620,bjp pass ordinance stop sealing 2014 modi promised full statehood delhi bjp grant full statehood imran khan endorsing narendra modi arvindkejriwal asked prime minister,14,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0.35
621,gruppo di clienti napoletani con loro abiti su misura laccento modi di fare mi fa impazzire li amo troppo,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0
622,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
623,faithful mess pure people hearts,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019642857142857142
624,white house transitioning cooperating special counsel robert muellers investigation war footing facing congressional democrats citing mueller report roadmap impeaching president,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858
625,narendramodi deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
626,pmoindia narendramodi dot_india please look issue closer 1 mile bsnl connections running people refusing even take applications want one 100 mbps unlimited plan home,11,5,2,0,2,3,0,0,0,1,0,0,0,0,0,0,0.0
627,voices ground lotus bloom heart india modi magic dies madhya pradesh sabsebadajhootamodi,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
628,rahulkachallenge modi opposition leader pm whole investigation apparatus disposal instead making false accusations investigated congress leaders dare probe biggest scams involved rafale amp demonetisation,13,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.10000000000000003
629,fras99 return rightful owner integrity negotiable commodity,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
630,narendramodi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
631,jayajaitly rohini_sgh narendramodi pm narendramodi congress ki prem ki dictionary cong ki prem ki,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0
632,koi english transasese sabsebadajhootamodi,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
633,narendramodi ji public meeting bankura bjp4bengal narendramodi amitshah kailashonline menonarvindbjp namoagain phirekbaarmodisarkar mainbhichowkidar modihaitohmumkinhai,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
634,pm lying ins viraat incident check bachchan case doubt wajahat habibullah sabsebadajhootamodi,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
635,oops another fake narrative narendramodi bjp4india rajivgandhi loksabhaelection2019 2019elections,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.5
636,thank shri narendramodi creating opportunity indians learn real history nehru truth behind rss role national struggle,9,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.1
637,deshkishaanmodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
638,entire world bank career never heard complaints indias national statistics often heard problematic chinese data modi jaitley indeed damaged credibility modikafakegdp,9,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0
639,electionsoutlook improved education health infrastructure water facilities etc arvindkejriwal narendramodi loksabhaelections2019 elections2019 elections,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
640,60 3000 jharkhandbolemodimodi,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
641,deshkishaanmodi see tukde tukde gangster like swarabhaskar modihiaayega modioncemore modioncemore modiagain modihaitovikashai modihiaayega harboothparmodi,6,2,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
642,moditohgaya,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
643,odin source income please take away us protestagainstprescution 63moonsofficial pmoindia narendramodi dev_fadnavis arunjaitley finminindia bjpshivpshukla amitshah secretarydea cmomaharashtra piyushgoyal,10,3,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0.0
644,48 1250 4 5 3 vijaysankalprally modijahanvikaswahan,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0
645,srikishun knows actor turned mp ravi kishan bjp candidate gorakhpur little consequence said going way vote modi report pti_news ahead last round seven phase loksabhaelections2019,12,6,3,0,2,1,0,0,0,0,0,1,0,0,0,0,-0.12916666666666668
646,namdar family congress used ins viraat personal taxi pm modi raises rajiv gandhis lakshadweep vacation using aircraft carrier,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
647,vandanasonkar3 adarsh_8489 anjuydv yadavshyamsp brajeshyadavsp narendramodi myogiadityanath shivani20011,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
648,narendramodi modionzee 8 pm zeenews sudhirchaudhary,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
649,late prime minister rajv gandhi official visit amp holiday vice admiral retd vinod pasricha modi ji proved sabsebadajhootamodi,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3
650,abbakkahypatia bjp gets 160 180 modi shah get kicked think need allies maybe gad,5,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
651,rahul gandhi rally policeman slaps boy wearing modi mask asks chant chowkidar chor hai,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
652,really wondering much ishqfm paid modi ads repeat,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
653,days see sabsebadajhootamodi go away oblivion laughed future generations india like hitler germany black era indian democracy coming end 23rd may,10,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0.17777777777777778
654,pm modi master lies sabsebadajhootamodi,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
655,omersajj mayavi101 divyaspandana narendramodi 0 empathy,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0
656,please watch video amp retweet congress cell 2 per tweet trending sabsebadajhootamodi watching video know biggest liar deshkishaanmodi,10,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0
657,nitin_gadkari deshkishaanmodi,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
658,narendramodi nirahua1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
659,kind police gundagardi policeman tears kids modi mask sls threatens amp others say chowkidar chor hai,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
660,devyanidilli ahmedpatel narendramodi rajnathsingh sanjay gandhi died suspicious aircrash indira gandhi pm ahmed patel logic indira responsible sanjay death mysterious accidental deaths scindhia amp pil,13,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
661,panchaljirajesh aditya59309372 narendramodi pmoindia sushmaswaraj uppolice dgpup sspnoida bikebot narendramodi_in garvit innovative promoters ltd bikebot cmd sanjay bhati 2 5 pending,7,5,4,0,2,2,0,0,0,0,0,0,1,0,0,0,0.5
662,sardanarohit manakgupta htetey bjp4india amitshah narendramodi sudhirchaudhary 2019 bjp get 324 326 seat congres goes 22 24 remember tweet 23 may,9,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0
663,jharkhandbolemodimodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
664,jharkhandbolemodimodi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
665,oneplus7pro deshkishaanmodi maharanapratap ins viraat sabsebadajhootamodi purulia shankarajayanti bankura,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
666,sabsebadajhootamodi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
667,please join along ageless timeless evergreen dreamgirlhema campaign hema ji urge people india vote india promise prosperity power happy could grace occasion join us phirekbaarmodisarkar,14,6,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0.8
668,loosebool randomadmi uuuf aab bjp propaganda ko likes kaise milenge moditohgaya whokilledrajivg,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
669,2 _ kashibolenamonamo phirekbaarmodisarkar narendramodi,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
670,posting reaction shameless comments made pmoindia rajivgandhi shameonpmmodi,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
671,aapcandidates delhiwithcongress aayegatohmodihi modihiaayega v p singh,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0
672,since last 5 years rahulgandhi attacking narendramodi baseless alligation like chowkidar chor pulwama briyani nawab sarif lutyens media dynesty slaves modi started counter attack facts figure lutyens media dynesty slaves,14,6,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0.0
673,guddi devi face advertising posters banners thrilling project still use dried cow dung cooking deshkishaanmodi,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.02777777777777778
674,vatandatan ysk kararna tepki bizim zekamzla dalga geiyorsunuz kaynak yenia vatandatan ysk karar,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
675,chouhanshivraj deshkishaanmodi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
676,narendra modi gone dog whistle vulture politics says bainjal via thewire_in,6,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
677,tmc manogyaloiwal narendramodi atvideo,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
678,never seen manmohan ji even sonia gandhi attended many rallies given speeches power took everything much granted modi ji alone working like aar ya paar attitude difference,13,6,1,0,4,0,0,0,0,1,0,0,2,0,0,0,0.35
679,sabsebadajhootamodi shameonpmmodi loksabhaelections2019 incindia rahulgandhi priyankagandhi divyaspandana,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
680,modiledubega 5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
681,4 b st rd arested alwar gang rape policerajasthan kill b st rds without delay beacuse crappy people worthy live narendramodi,12,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0.23484848484848483
682,vs narendramodi manogyaloiwal atvideo,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
683,calling spade spade rajiv gandhi took ins viraat family vacation jeopardised national security pm modi,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
